国家,组别,位置,球员,俱乐部,联赛,身价_万欧,国家队进球,国家队助攻,世界杯进球,世界杯助攻,生涯总进球,生涯总助攻,本赛季俱乐部_进球,本赛季俱乐部_助攻,主要荣誉,号码,数据来源,年龄
德国,E组,中场,恩梅查,多特蒙德,德甲,2000,3,3,0,0,70,40,5,2,英冠冠军,18,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,27
德国,E组,中场,莱韦林,斯图加特,德甲,4000,3,2,0,0,50,25,1,1,德甲冠军,11,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,25
德国,E组,中场,卡尔,拜仁慕尼黑,德甲,3000,0,0,0,0,105,21,1,1,德甲冠军│德国杯,17,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,18
德国,E组,中场,格罗斯,布莱顿,英超,2500,0,0,0,0,120,24,3,5,英超冠军│英格兰足总杯,21,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,35
德国,E组,中场,贾马尔·穆西亚拉,拜仁慕尼黑,德甲,12000,9,5,0,0,80,60,5,6,德甲冠军 2022/23 德国超级杯 2022 世俱杯 2020,20,FBref全赛事 Bayern,23
德国,E组,前锋,弗洛里安·维尔茨,利物浦,英超,11000,11,8,0,0,70,60,7,8,药厂│德甲冠军,7,FBref全赛事 Liverpool,23
德国,E组,前锋,凯·哈弗茨,阿森纳,英超,5000,15,12,0,0,120,70,7,5,英超冠军 2023/24 欧冠 2021 欧国联 2024,13,FBref全赛事 Arsenal,26
德国,E组,前锋,沃尔特马德,纽卡斯尔联,英超,4000,4,2,0,0,80,30,6,1,荷兰裔,25,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,24
德国,E组,前锋,勒罗伊·萨内,加拉塔萨雷,土超,4000,16,12,0,0,150,100,7,9,德甲冠军 2018/19/20/21/22/23 欧冠 2020,9,FBref全赛事 42场7球9助,30
德国,E组,前锋,拜尔,多特蒙德,德甲,3000,2,1,0,0,50,20,9,5,德甲冠军,24,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,23
德国,E组,前锋,翁达夫,斯图加特,德甲,2500,0,0,0,0,105,21,11,3,德甲冠军│德国杯,26,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,29
日本,F组,门将,铃木彩艳,帕尔马,意甲,2000,0,0,0,0,0,0,0,0,,1,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,23
日本,F组,门将,早川友基,鹿岛鹿角,J1联赛,150,0,0,0,0,20,2,0,0,鹿岛鹿角,23,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,27
日本,F组,门将,大迫敬介,广岛三箭,J1联赛,200,0,0,0,0,30,6,0,0,,12,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,26
日本,F组,后卫,长友佑都,FC东京,J1联赛,10,12,15,0,0,50,80,1,1,东京FC│国米,2,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,39
日本,F组,后卫,谷口彰悟,圣图尔登,比甲,80,1,1,0,0,40,20,1,1,圣图尔登,3,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,34
日本,F组,后卫,板仓滉,阿贾克斯,荷甲,1000,1,1,0,0,30,15,1,1,,4,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,29
日本,F组,后卫,渡边刚,费耶诺德,荷甲,1000,1,0,0,0,25,5,1,1,,5,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,29
日本,F组,后卫,富安健洋,阿贾克斯,荷甲,800,1,2,0,0,25,15,0,0,,6,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,27
日本,F组,后卫,伊藤洋辉,拜仁慕尼黑,德甲,1800,2,1,0,0,25,10,1,0,,14,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,27
日本,F组,后卫,濑古步梦,勒阿弗尔,法甲,500,0,0,0,0,15,5,0,0,,15,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,25
日本,F组,后卫,菅原由势,云达不莱梅,德甲,750,1,2,0,0,20,15,1,2,,16,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,25
日本,F组,后卫,铃木淳之介,哥本哈根,丹超,200,0,0,0,0,30,6,1,1,,17,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,22
日本,F组,中场,佐野海舟,美因茨,德甲,2500,2,1,0,0,35,15,0,1,亚洲杯2024,10,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,25
日本,F组,中场,远藤航,利物浦,英超,500,5,3,0,0,15,15,0,1,德甲冠军│英超冠军,8,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,33
日本,F组,中场,田中碧,利兹联,英冠,1000,2,3,0,0,40,30,1,1,,11,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,27
日本,F组,中场,镰田大地,水晶宫,英超,1200,8,6,0,0,100,60,1,2,,19,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,29
日本,F组,中场,伊东纯也,亨克,比甲,350,8,5,0,0,40,15,4,2,亨克│比利时甲,18,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,33
日本,F组,前锋,中村敬斗,兰斯,法甲,900,10,3,0,0,60,20,3,1,,9,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,25
日本,F组,前锋,前田大然,凯尔特人,苏超,1200,5,3,1,0,60,25,3,1,苏超冠军│苏超金靴,26,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,28
日本,F组,前锋,小川航基,奈梅亨,荷甲,250,0,0,0,0,75,15,1,1,荷兰杯,20,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,28
日本,F组,前锋,久保建英,皇家社会,西甲,3000,5,5,0,0,50,25,3,5,2024西甲冠军│皇家社会欧联冠军2024│2023日本足球先生,13,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,24
日本,F组,前锋,铃木唯人,弗赖堡,德甲,1800,1,1,0,0,30,15,2,1,清水心跳,21,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,24
日本,F组,前锋,盐贝健人,沃尔夫斯堡,德甲,800,1,0,0,0,30,10,2,0,,22,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,21
日本,F组,前锋,后藤启介,圣图尔登,比甲,800,1,0,0,0,40,10,1,1,圣图尔登,24,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,20
日本,F组,前锋,堂安律,法兰克福,德甲,2000,4,5,1,1,30,20,3,3,2022世界杯进球,7,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,27
日本,F组,前锋,上田绮世,费耶诺德,荷甲,1500,7,2,0,0,80,25,5,1,,25,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,27
荷兰,F组,门将,弗莱肯,勒沃库森,德甲,600,0,0,0,0,0,0,0,0,勒沃库森│德甲│2026世界杯,1,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,33
荷兰,F组,门将,罗夫斯,桑德兰,英冠,2500,0,0,0,0,0,0,0,0,桑德兰│英冠│U21│英冠金手套,23,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,23
荷兰,F组,门将,维尔布鲁根,布莱顿,英超,4000,0,0,0,0,0,0,0,0,布莱顿│英超│2026世界杯,12,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,23
荷兰,F组,后卫,阿克,曼城,英超,1500,2,5,0,0,30,30,2,2,英超冠军,3,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,31
荷兰,F组,后卫,丹泽尔·邓弗里斯,国际米兰,意甲,2500,11,7,0,0,50,50,4,5,意甲冠军,2,FBref全赛事 Inter,1996-04-18
荷兰,F组,后卫,哈托,切尔西,英超,3500,1,2,0,0,8,15,0,1,切尔西│英超│荷兰U21冠军│世俱杯冠军2022,4,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,20
荷兰,F组,后卫,朱利安·廷伯,阿森纳,英超,7000,0,2,0,0,5,10,4,6,荷兰U21最佳阵容│2024欧洲杯参赛,5,FBref全赛事 Arsenal,24
荷兰,F组,后卫,范德芬,热刺,英超,6500,0,0,0,0,15,5,7,1,无（替补）,6,FBref全赛事 45场7球1助(CB),25
荷兰,F组,后卫,维吉尔·范戴克,利物浦,英超,1800,10,5,0,0,60,30,8,3,英超冠军│欧冠冠军,14,FBref全赛事 Liverpool,34
荷兰,F组,后卫,范赫克,布莱顿,英超,3500,3,0,0,0,15,2,1,0,荷兰队│欧联杯参赛者,15,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,26
荷兰,F组,后卫,韦费尔,布莱顿,英超,2500,2,0,0,0,12,2,0,0,荷兰队│欧联杯参赛者,16,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,26
荷兰,F组,中场,赫拉芬贝赫,利物浦,英超,9000,2,3,0,0,40,25,6,6,欧冠,8,FBref全赛事 Liverpool,24
荷兰,F组,中场,弗朗基·德容,巴塞罗那,西甲,5000,18,14,0,0,71,74,1,8,2022世界杯│欧洲杯3次,10,FBref全赛事 Barcelona,1997-05-12
荷兰,F组,中场,库普梅纳斯,尤文图斯,意甲,2000,3,1,0,0,83,24,2,1,2022世界杯│欧洲杯3次,11,FBref全赛事 Juventus,28
荷兰,F组,中场,赖因德斯,曼城,英超,6000,5,3,0,0,30,20,7,7,荷兰队,17,FBref全赛事 ManCity,27
荷兰,F组,中场,德容恩,亚特兰大,意甲,350,3,5,0,0,35,30,1,1,荷兰队│欧联杯冠军2024,18,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,35
荷兰,F组,中场,蒂尔,埃因霍温,荷甲,1500,2,3,0,0,25,20,1,1,荷兰队│荷兰U21,19,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,28
荷兰,F组,中场,昆滕·廷伯,马赛,法甲,2500,1,0,0,0,10,5,1,0,荷兰队│2024欧洲杯,20,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,2001-06-17
荷兰,F组,中场,小克鲁伊维特,伯恩茅斯,英超,3000,5,3,0,0,120,45,3,2,荷兰队│荷兰U21│欧协联冠军2023,21,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,27
荷兰,F组,前锋,布罗比,桑德兰,英冠,2500,3,2,0,0,80,25,1,1,桑德兰│荷兰队│英冠升级,7,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,24
荷兰,F组,前锋,孟菲斯·德佩,科林蒂安,巴甲,700,46,31,0,0,300,150,1,1,荷兰射手王,9,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,1994-02-13
荷兰,F组,前锋,科迪·加克波,利物浦,英超,6500,19,10,2,2,120,60,9,7,利雅得胜利│荷甲金靴,13,FBref全赛事 Liverpool,27
荷兰,F组,前锋,诺阿·朗,加拉塔萨雷,土超,2200,3,5,0,0,90,60,1,1,荷兰队│荷兰杯冠军,22,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,26
荷兰,F组,前锋,马伦,罗马,意甲,3500,6,3,0,0,150,50,5,2,荷兰队│荷兰杯2023,24,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,27
荷兰,F组,前锋,萨默维尔,西汉姆联,英超,3500,2,3,0,0,60,35,4,3,荷兰队│英格兰U21,25,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,24
荷兰,F组,前锋,韦霍斯特,阿贾克斯,荷甲,250,21,7,0,0,225,66,1,1,2022世界杯│欧洲杯3次,26,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,33
比利时,G组,门将,蒂博·库尔图瓦,皇家马德里,西甲,1800,0,0,0,0,0,0,0,0,欧冠冠军5次│金手套,1,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,34
比利时,G组,门将,拉门斯,曼联,英超,3000,0,0,0,0,80,16,0,0,英超冠军│英格兰足总杯,23,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,23
比利时,G组,门将,彭德斯,斯特拉斯堡,法甲,2200,0,0,0,0,65,13,0,0,法甲冠军│法国杯,12,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,20
比利时,G组,后卫,卡斯塔涅,富勒姆,英超,1000,4,1,0,0,21,2,1,2,2024欧洲杯,17,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,30
比利时,G组,后卫,芝诺·德巴斯特,葡萄牙体育,葡超,3000,2,0,0,0,25,5,1,0,比甲冠军 2018/19/20/21 比利时杯 2019/20,2,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,22
比利时,G组,后卫,德屈佩,布莱顿,英超,1700,0,0,0,0,80,16,0,0,英超冠军│英格兰足总杯,3,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,25
比利时,G组,后卫,德温特,AC米兰,意甲,2300,3,0,0,0,30,5,0,0,无（青年才俊）,4,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,23
比利时,G组,后卫,梅切莱,布鲁日,比甲,510,0,0,0,0,45,9,1,1,,5,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,33
比利时,G组,后卫,穆尼耶,里尔,法甲,1020,0,0,0,0,65,13,1,2,法甲冠军│法国杯,6,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,34
比利时,G组,后卫,恩戈伊,里尔,法甲,2000,2,0,0,0,20,5,1,0,无,14,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,22
比利时,G组,后卫,塞伊斯,布鲁日,比甲,510,0,0,0,0,45,9,1,1,,15,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,21
比利时,G组,后卫,泰特,法兰克福,德甲,1275,0,0,0,0,70,14,1,0,德甲冠军│德国杯,16,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,26
比利时,G组,中场,凯文·德布劳内,那不勒斯,意甲,1000,36,55,2,1,180,200,2,5,英超冠军5次,20,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,34
比利时,G组,中场,奥纳纳,阿斯顿维拉,英超,4500,5,4,0,0,50,30,0,2,无（替补）,8,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,30
比利时,G组,中场,拉斯金,格拉斯哥流浪者,苏超,1200,0,0,0,0,45,9,1,1,,10,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,25
比利时,G组,中场,蒂莱曼斯,阿斯顿维拉,英超,2000,0,0,0,0,120,24,1,2,英超冠军│英格兰足总杯,11,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,29
比利时,G组,中场,范纳肯,布鲁日,比甲,600,0,0,0,0,67,13,1,1,,18,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,33
比利时,G组,中场,维特塞尔,赫罗纳,西甲,140,0,0,0,0,105,21,1,1,西甲冠军│国王杯,19,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,37
比利时,G组,前锋,罗梅卢·卢卡库,那不勒斯,意甲,1200,90,20,5,1,380,120,9,3,国米,7,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,33
比利时,G组,前锋,多库,曼城,英超,6500,7,8,0,0,80,50,8,12,法甲冠军,9,FBref全赛事 ManCity,24
比利时,G组,前锋,特罗萨德,阿森纳,英超,2000,13,10,0,0,120,60,8,10,比甲冠军 2018 英超亚军 2024,13,FBref全赛事 Arsenal,31
比利时,G组,前锋,卢克巴基奥,本菲卡,葡超,910,0,0,0,0,75,15,6,2,葡超冠军│葡萄牙杯,21,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,28
比利时,G组,前锋,莫雷拉,斯特拉斯堡,法甲,1560,0,0,0,0,97,19,4,1,法甲冠军│法国杯,22,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,21
比利时,G组,前锋,萨勒马科尔斯,AC米兰,意甲,1560,0,0,0,0,97,19,2,0,意甲冠军│意大利杯,24,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,26
比利时,G组,前锋,德凯特拉雷,亚特兰大,意甲,3500,5,6,0,0,70,40,1,0,比甲冠军 2018/19/20/21 荷甲冠军 2017/18,25,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,25
比利时,G组,前锋,费尔南德斯-帕尔多,里尔,法甲,3000,0,0,0,0,97,19,1,0,法甲冠军│法国杯,26,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,21
乌拉圭,H组,门将,塞尔吉奥·罗切特,巴西国际,巴甲,1000,12,0,0,0,0,0,0,0,解放者杯 2024 巴甲冠军 2024,1,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,33
乌拉圭,H组,门将,费尔南多·穆斯莱拉,拉普拉塔大学生,阿超,140,0,0,0,0,30,6,0,0,解放者杯 2018 阿超冠军 2018 美洲杯 2011,23,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,39
乌拉圭,H组,门将,圣地亚哥·梅莱,蒙特雷,墨超,244,0,0,0,0,60,12,0,0,,12,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,28
乌拉圭,H组,后卫,吉列尔莫·瓦雷拉,弗拉门戈,巴甲,297,0,0,0,0,70,14,0,1,解放者杯 2024,2,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,33
乌拉圭,H组,后卫,罗纳德·阿劳霍,巴塞罗那,西甲,2000,2,0,0,0,15,1,4,0,西甲冠军 2023 国王杯 2023,5,FBref全赛事 Barcelona,27
乌拉圭,H组,后卫,何塞·马里亚·吉梅内斯,马德里竞技,西甲,1275,0,0,0,0,70,14,1,0,西甲冠军 2014 欧联冠军 2018,3,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,31
乌拉圭,H组,后卫,圣地亚哥·布埃诺,狼队,英超,1700,0,0,0,0,80,16,0,0,英超冠军│英格兰足总杯,4,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,27
乌拉圭,H组,后卫,塞巴斯蒂安·卡塞雷斯,墨西哥美洲,墨超,300,0,0,0,0,32,5,0,0,美洲杯 2011 国王杯 2014,16,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,26
乌拉圭,H组,后卫,马蒂亚斯·奥利维拉,那不勒斯,意甲,1020,0,0,0,0,65,13,0,0,意甲冠军│意大利杯,15,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,28
乌拉圭,H组,后卫,华金·皮克雷斯,帕尔梅拉斯,巴甲,297,0,0,0,0,70,14,0,0,,6,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,27
乌拉圭,H组,后卫,马蒂亚斯·比尼亚,河床,阿超,170,0,0,0,0,30,6,0,0,,14,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,28
乌拉圭,H组,中场,曼努埃尔·乌加特,曼联,英超,3000,1,2,0,0,15,15,0,0,欧联冠军 2026,8,FBref全赛事 ManUtd,25
乌拉圭,H组,中场,埃米里亚诺·马丁内斯,帕尔梅拉斯,巴甲,350,0,0,0,0,105,21,0,0,,21,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,26
乌拉圭,H组,中场,罗德里戈·本坦库尔,热刺,英超,2200,5,6,0,0,40,30,2,1,欧冠 2024,17,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,28
乌拉圭,H组,中场,费德里科·巴尔韦德,皇家马德里,西甲,12000,9,5,0,0,50,30,9,13,欧冠冠军2次│西甲冠军2次│2024美洲杯,10,FBref全赛事 RealMadrid,27
乌拉圭,H组,中场,奥古斯汀·卡诺比奥,弗卢米嫩塞,巴甲,800,0,1,0,0,30,15,1,0,弗鲁米嫩塞│乌拉圭队│南美解放者杯,20,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,27
乌拉圭,H组,中场,胡安·萨纳布里亚,皇家盐湖城,美职联,200,0,0,0,0,45,9,0,0,,7,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,26
乌拉圭,H组,中场,乔治亚·德·阿拉斯凯塔,弗拉门戈,巴甲,3500,4,1,0,0,21,2,4,2,解放者杯 2022 巴甲冠军 2022,18,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,32
乌拉圭,H组,中场,尼古拉斯·德拉克鲁兹,弗拉门戈,巴甲,800,2,3,0,0,50,35,3,1,乌拉圭队,11,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,29
乌拉圭,H组,中场,罗德里戈·萨拉萨尔,布拉加,葡超,10,5,3,0,0,48,15,2,1,德甲冠军22/23(法兰克福)│欧联杯23-24(布拉加),24,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,45
乌拉圭,H组,中场,法昆多·佩利斯特里,帕纳辛奈科斯,希超,600,0,1,0,0,20,10,1,1,国王杯 2014,19,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,24
乌拉圭,H组,中场,马克西米利亚诺·阿劳霍,葡萄牙体育,葡超,3500,2,1,0,0,35,10,0,0,乌拉圭队│葡超冠军2024,9,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,26
乌拉圭,H组,中场,布莱恩·罗德里格斯,墨西哥美洲,墨超,800,1,2,0,0,45,20,1,0,乌拉圭队,22,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,26
乌拉圭,H组,前锋,达尔文·努涅斯,利雅得新月,沙特联,2500,13,5,0,0,100,30,9,5,西甲冠军 2019 国王杯 2019 沙特联冠军 2024,25,FBref全赛事 24场9球5助(伤病影响),26
乌拉圭,H组,前锋,罗德里戈·阿吉雷,老虎大学,墨超,10,5,3,0,0,48,15,3,1,墨超冠军│Carioca冠军(博塔弗戈)│南美超级杯,13,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,40
乌拉圭,H组,前锋,费德里科·比尼亚斯,皇家奥维耶多,西乙,260,0,0,0,0,45,9,1,0,,26,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,34
塞内加尔,I组,门将,爱德华·门迪,吉达国民,沙特联,450,0,0,0,0,5,0,0,0,吉达国民│欧冠冠军2021,12,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,33
塞内加尔,I组,门将,莫里·迪奥,勒阿弗尔,法甲,90,0,0,0,0,65,13,0,0,法甲冠军│法国杯,1,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,32
塞内加尔,I组,门将,耶旺恩·迪乌夫,尼斯,法甲,840,0,0,0,0,65,13,0,0,法甲冠军│法国杯,23,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,26
塞内加尔,I组,后卫,克雷平·迪亚塔,摩纳哥,法甲,3500,4,1,0,0,21,2,0,0,比甲冠军17/18、19/20(布鲁日)│比利时超杯冠军,6,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,27
塞内加尔,I组,后卫,穆萨·尼亚卡泰,诺丁汉森林,英超,1020,0,0,0,0,65,13,0,0,法甲冠军│法国杯,15,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,30
塞内加尔,I组,后卫,卡利杜·库利巴利,利雅得新月,沙特联,500,3,1,0,0,60,10,2,0,利雅得新月,2,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,34
塞内加尔,I组,后卫,阿卜杜拉耶·塞克,海法马卡比,以超,50,0,0,0,0,30,6,1,1,,3,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,34
塞内加尔,I组,后卫,埃尔·哈吉·马利克·迪乌夫,西汉姆联,英超,500,2,5,0,0,30,30,0,0,,4,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,21
塞内加尔,I组,后卫,安托万·门迪,尼斯,法甲,1000,25,0,0,0,0,0,0,0,非洲杯2021│欧冠2021,16,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,22
塞内加尔,I组,后卫,伊斯梅尔·雅各布斯,加拉塔萨雷,土超,800,0,0,0,0,50,10,1,1,,5,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,26
塞内加尔,I组,后卫,马马杜·萨尔,切尔西,英超,2500,0,0,0,0,80,16,0,0,英超冠军│英格兰足总杯,14,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,20
塞内加尔,I组,中场,伊德里萨·盖耶,埃弗顿,英超,500,2,3,0,0,120,24,2,1,英超冠军│英格兰足总杯,19,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,35
塞内加尔,I组,中场,帕佩·盖耶,比利亚雷亚尔,西甲,1500,0,0,0,0,105,21,2,1,西甲冠军│国王杯,20,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,27
塞内加尔,I组,中场,拉明·卡马拉,摩纳哥,法甲,4000,3,0,0,0,23,2,3,2,非洲杯2021│非洲杯2024│欧冠2024,8,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,22
塞内加尔,I组,中场,哈比卜·迪亚拉,桑德兰,英超,3200,0,0,0,0,120,24,1,0,英超冠军│英格兰足总杯,10,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,22
塞内加尔,I组,中场,帕特·西斯,巴列卡诺,西甲,1500,0,0,0,0,105,21,1,1,西甲冠军│国王杯,11,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,32
塞内加尔,I组,中场,帕佩·萨尔,热刺,英超,2000,0,0,0,0,120,24,1,2,英超冠军│英格兰足总杯,18,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,23
塞内加尔,I组,中场,巴拉·萨波科·恩迪亚耶,拜仁慕尼黑,德甲,400,0,0,0,0,105,21,1,1,德甲冠军│德国杯,17,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,18
塞内加尔,I组,前锋,萨迪奥·马内,利雅得胜利,沙特联,700,55,30,2,1,200,100,15,5,"2019欧冠冠军(利物浦)│2019-20英超冠军(利物浦)│2020非洲杯MVP│2020-21非洲杯亚军│2022非洲杯冠军(塞内加尔)│2021-22英超金靴(并列)│2次非洲足球先生(2019,2022)│塞内加尔历史最佳射手(40球)",25,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,33
塞内加尔,I组,前锋,伊斯梅拉·萨尔,水晶宫,英超,3500,0,0,0,0,120,24,5,4,英超冠军│英格兰足总杯,13,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,28
塞内加尔,I组,前锋,伊利曼·恩迪亚耶,埃弗顿,英超,5000,0,0,0,0,120,24,6,2,英超冠军│英格兰足总杯,7,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,26
塞内加尔,I组,前锋,阿萨内·迪奥,科莫,意甲,3000,25,19,0,0,173,111,3,1,西班牙U-19欧青赛2024│2026世界杯(塞内加尔)│科莫主力,9,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,20
